Source,Target,Value,T,X,Y,Path,Payment_Method,Medicine_Category
Cash,First Aid,7518436.07,0.7551,0.7551,0.9276,Cash to First Aid,Cash,First Aid
Cash,First Aid,7518436.07,0.7755,0.7755,0.9402,Cash to First Aid,Cash,First Aid
Cash,First Aid,7518436.07,0.7959,0.7959,0.9507,Cash to First Aid,Cash,First Aid
Cash,First Aid,7518436.07,0.8163,0.8163,0.9594,Cash to First Aid,Cash,First Aid
Cash,First Aid,7518436.07,0.8367,0.8367,0.9667,Cash to First Aid,Cash,First Aid
Cash,First Aid,7518436.07,0.8571,0.8571,0.9727,Cash to First Aid,Cash,First Aid
Cash,First Aid,7518436.07,0.8776,0.8776,0.9776,Cash to First Aid,Cash,First Aid
Cash,First Aid,7518436.07,0.898,0.898,0.9816,Cash to First Aid,Cash,First Aid
Cash,First Aid,7518436.07,0.9184,0.9184,0.985,Cash to First Aid,Cash,First Aid
Cash,First Aid,7518436.07,0.9388,0.9388,0.9877,Cash to First Aid,Cash,First Aid
Cash,First Aid,7518436.07,0.9592,0.9592,0.99,Cash to First Aid,Cash,First Aid
Cash,First Aid,7518436.07,0.9796,0.9796,0.9918,Cash to First Aid,Cash,First Aid
Cash,First Aid,7518436.07,1.0,1.0,0.9933,Cash to First Aid,Cash,First Aid
Cash,Gastro,6978333.21,0.0,0.0,0.0067,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.0204,0.0204,0.0082,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.0408,0.0408,0.01,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.0612,0.0612,0.0123,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.0816,0.0816,0.015,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.102,0.102,0.0184,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.1224,0.1224,0.0224,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.1429,0.1429,0.0273,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.1633,0.1633,0.0333,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.1837,0.1837,0.0406,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.2041,0.2041,0.0493,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.2245,0.2245,0.0598,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.2449,0.2449,0.0724,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.2653,0.2653,0.0873,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.2857,0.2857,0.105,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.3061,0.3061,0.1258,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.3265,0.3265,0.15,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.3469,0.3469,0.1779,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.3673,0.3673,0.2097,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.3878,0.3878,0.2456,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.4082,0.4082,0.2853,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.4286,0.4286,0.3287,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.449,0.449,0.3751,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.4694,0.4694,0.4241,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.4898,0.4898,0.4745,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.5102,0.5102,0.5255,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.5306,0.5306,0.5759,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.551,0.551,0.6249,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.5714,0.5714,0.6713,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.5918,0.5918,0.7147,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.6122,0.6122,0.7544,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.6327,0.6327,0.7903,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.6531,0.6531,0.8221,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.6735,0.6735,0.85,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.6939,0.6939,0.8742,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.7143,0.7143,0.895,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.7347,0.7347,0.9127,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.7551,0.7551,0.9276,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.7755,0.7755,0.9402,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.7959,0.7959,0.9507,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.8163,0.8163,0.9594,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.8367,0.8367,0.9667,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.8571,0.8571,0.9727,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.8776,0.8776,0.9776,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.898,0.898,0.9816,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.9184,0.9184,0.985,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.9388,0.9388,0.9877,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.9592,0.9592,0.99,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,0.9796,0.9796,0.9918,Cash to Gastro,Cash,Gastro
Cash,Gastro,6978333.21,1.0,1.0,0.9933,Cash to Gastro,Cash,Gastro
Cash,Hormonal,4495678.27,0.0,0.0,0.0067,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.0204,0.0204,0.0082,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.0408,0.0408,0.01,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.0612,0.0612,0.0123,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.0816,0.0816,0.015,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.102,0.102,0.0184,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.1224,0.1224,0.0224,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.1429,0.1429,0.0273,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.1633,0.1633,0.0333,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.1837,0.1837,0.0406,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.2041,0.2041,0.0493,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.2245,0.2245,0.0598,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.2449,0.2449,0.0724,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.2653,0.2653,0.0873,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.2857,0.2857,0.105,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.3061,0.3061,0.1258,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.3265,0.3265,0.15,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.3469,0.3469,0.1779,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.3673,0.3673,0.2097,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.3878,0.3878,0.2456,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.4082,0.4082,0.2853,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.4286,0.4286,0.3287,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.449,0.449,0.3751,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.4694,0.4694,0.4241,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.4898,0.4898,0.4745,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.5102,0.5102,0.5255,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.5306,0.5306,0.5759,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.551,0.551,0.6249,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.5714,0.5714,0.6713,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.5918,0.5918,0.7147,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.6122,0.6122,0.7544,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.6327,0.6327,0.7903,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.6531,0.6531,0.8221,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.6735,0.6735,0.85,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.6939,0.6939,0.8742,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.7143,0.7143,0.895,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.7347,0.7347,0.9127,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.7551,0.7551,0.9276,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.7755,0.7755,0.9402,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.7959,0.7959,0.9507,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.8163,0.8163,0.9594,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.8367,0.8367,0.9667,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.8571,0.8571,0.9727,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.8776,0.8776,0.9776,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.898,0.898,0.9816,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.9184,0.9184,0.985,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.9388,0.9388,0.9877,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.9592,0.9592,0.99,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,0.9796,0.9796,0.9918,Cash to Hormonal,Cash,Hormonal
Cash,Hormonal,4495678.27,1.0,1.0,0.9933,Cash to Hormonal,Cash,Hormonal
Cash,Painkiller,10923663.24,0.0,0.0,0.0067,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.0204,0.0204,0.0082,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.0408,0.0408,0.01,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.0612,0.0612,0.0123,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.0816,0.0816,0.015,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.102,0.102,0.0184,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.1224,0.1224,0.0224,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.1429,0.1429,0.0273,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.1633,0.1633,0.0333,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.1837,0.1837,0.0406,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.2041,0.2041,0.0493,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.2245,0.2245,0.0598,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.2449,0.2449,0.0724,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.2653,0.2653,0.0873,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.2857,0.2857,0.105,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.3061,0.3061,0.1258,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.3265,0.3265,0.15,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.3469,0.3469,0.1779,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.3673,0.3673,0.2097,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.3878,0.3878,0.2456,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.4082,0.4082,0.2853,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.4286,0.4286,0.3287,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.449,0.449,0.3751,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.4694,0.4694,0.4241,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.4898,0.4898,0.4745,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.5102,0.5102,0.5255,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.5306,0.5306,0.5759,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.551,0.551,0.6249,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.5714,0.5714,0.6713,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.5918,0.5918,0.7147,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.6122,0.6122,0.7544,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.6327,0.6327,0.7903,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.6531,0.6531,0.8221,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.6735,0.6735,0.85,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.6939,0.6939,0.8742,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.7143,0.7143,0.895,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.7347,0.7347,0.9127,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.7551,0.7551,0.9276,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.7755,0.7755,0.9402,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.7959,0.7959,0.9507,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.8163,0.8163,0.9594,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.8367,0.8367,0.9667,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.8571,0.8571,0.9727,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.8776,0.8776,0.9776,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.898,0.898,0.9816,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.9184,0.9184,0.985,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.9388,0.9388,0.9877,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.9592,0.9592,0.99,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,0.9796,0.9796,0.9918,Cash to Painkiller,Cash,Painkiller
Cash,Painkiller,10923663.24,1.0,1.0,0.9933,Cash to Painkiller,Cash,Painkiller
Cash,Respiratory,3664751.0100000002,0.0,0.0,0.0067,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.0204,0.0204,0.0082,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.0408,0.0408,0.01,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.0612,0.0612,0.0123,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.0816,0.0816,0.015,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.102,0.102,0.0184,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.1224,0.1224,0.0224,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.1429,0.1429,0.0273,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.1633,0.1633,0.0333,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.1837,0.1837,0.0406,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.2041,0.2041,0.0493,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.2245,0.2245,0.0598,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.2449,0.2449,0.0724,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.2653,0.2653,0.0873,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.2857,0.2857,0.105,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.3061,0.3061,0.1258,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.3265,0.3265,0.15,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.3469,0.3469,0.1779,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.3673,0.3673,0.2097,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.3878,0.3878,0.2456,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.4082,0.4082,0.2853,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.4286,0.4286,0.3287,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.449,0.449,0.3751,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.4694,0.4694,0.4241,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.4898,0.4898,0.4745,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.5102,0.5102,0.5255,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.5306,0.5306,0.5759,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.551,0.551,0.6249,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.5714,0.5714,0.6713,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.5918,0.5918,0.7147,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.6122,0.6122,0.7544,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.6327,0.6327,0.7903,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.6531,0.6531,0.8221,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.6735,0.6735,0.85,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.6939,0.6939,0.8742,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.7143,0.7143,0.895,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.7347,0.7347,0.9127,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.7551,0.7551,0.9276,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.7755,0.7755,0.9402,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.7959,0.7959,0.9507,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.8163,0.8163,0.9594,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.8367,0.8367,0.9667,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.8571,0.8571,0.9727,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.8776,0.8776,0.9776,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.898,0.898,0.9816,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.9184,0.9184,0.985,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.9388,0.9388,0.9877,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.9592,0.9592,0.99,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,0.9796,0.9796,0.9918,Cash to Respiratory,Cash,Respiratory
Cash,Respiratory,3664751.0100000002,1.0,1.0,0.9933,Cash to Respiratory,Cash,Respiratory
Cash,Vitamin,13054334.52,0.0,0.0,0.0067,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.0204,0.0204,0.0082,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.0408,0.0408,0.01,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.0612,0.0612,0.0123,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.0816,0.0816,0.015,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.102,0.102,0.0184,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.1224,0.1224,0.0224,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.1429,0.1429,0.0273,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.1633,0.1633,0.0333,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.1837,0.1837,0.0406,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.2041,0.2041,0.0493,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.2245,0.2245,0.0598,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.2449,0.2449,0.0724,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.2653,0.2653,0.0873,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.2857,0.2857,0.105,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.3061,0.3061,0.1258,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.3265,0.3265,0.15,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.3469,0.3469,0.1779,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.3673,0.3673,0.2097,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.3878,0.3878,0.2456,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.4082,0.4082,0.2853,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.4286,0.4286,0.3287,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.449,0.449,0.3751,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.4694,0.4694,0.4241,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.4898,0.4898,0.4745,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.5102,0.5102,0.5255,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.5306,0.5306,0.5759,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.551,0.551,0.6249,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.5714,0.5714,0.6713,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.5918,0.5918,0.7147,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.6122,0.6122,0.7544,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.6327,0.6327,0.7903,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.6531,0.6531,0.8221,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.6735,0.6735,0.85,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.6939,0.6939,0.8742,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.7143,0.7143,0.895,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.7347,0.7347,0.9127,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.7551,0.7551,0.9276,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.7755,0.7755,0.9402,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.7959,0.7959,0.9507,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.8163,0.8163,0.9594,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.8367,0.8367,0.9667,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.8571,0.8571,0.9727,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.8776,0.8776,0.9776,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.898,0.898,0.9816,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.9184,0.9184,0.985,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.9388,0.9388,0.9877,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.9592,0.9592,0.99,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,0.9796,0.9796,0.9918,Cash to Vitamin,Cash,Vitamin
Cash,Vitamin,13054334.52,1.0,1.0,0.9933,Cash to Vitamin,Cash,Vitamin
Cash,Wellness,700431.7,0.0,0.0,0.0067,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.0204,0.0204,0.0082,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.0408,0.0408,0.01,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.0612,0.0612,0.0123,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.0816,0.0816,0.015,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.102,0.102,0.0184,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.1224,0.1224,0.0224,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.1429,0.1429,0.0273,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.1633,0.1633,0.0333,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.1837,0.1837,0.0406,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.2041,0.2041,0.0493,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.2245,0.2245,0.0598,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.2449,0.2449,0.0724,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.2653,0.2653,0.0873,Cash to Wellness,Cash,Wellness
Cash,Wellness,700431.7,0.2857,0.2857,0.105,Cash to Wellness,Cash,Wellness
